,state_id,state_name,area_type,age_group,education_level,male,female,total
402,4,State - CHANDIGARH,Rural,70-74,Total,96,85,181
403,4,State - CHANDIGARH,Rural,75-79,Total,43,32,75
404,4,State - CHANDIGARH,Rural,80+,Total,55,51,106
405,4,State - CHANDIGARH,Rural,Age not stated,Total,4,2,6
406,4,State - CHANDIGARH,Urban,All ages,Total,563513,462946,1026459
407,4,State - CHANDIGARH,Urban,0-6,Total,61254,53910,115164
408,4,State - CHANDIGARH,Urban,7,Total,9655,8373,18028
409,4,State - CHANDIGARH,Urban,8,Total,9115,7601,16716
410,4,State - CHANDIGARH,Urban,9,Total,9395,7803,17198
411,4,State - CHANDIGARH,Urban,10,Total,11060,8685,19745
412,4,State - CHANDIGARH,Urban,11,Total,9878,7871,17749
413,4,State - CHANDIGARH,Urban,12,Total,10162,8012,18174
414,4,State - CHANDIGARH,Urban,13,Total,9614,7711,17325
415,4,State - CHANDIGARH,Urban,14,Total,10005,7929,17934
416,4,State - CHANDIGARH,Urban,15,Total,10301,8125,18426
417,4,State - CHANDIGARH,Urban,16,Total,10792,8257,19049
418,4,State - CHANDIGARH,Urban,17,Total,10855,7800,18655
419,4,State - CHANDIGARH,Urban,18,Total,14306,9663,23969
420,4,State - CHANDIGARH,Urban,19,Total,12480,9074,21554
421,4,State - CHANDIGARH,Urban,20-24,Total,66212,51439,117651
422,4,State - CHANDIGARH,Urban,25-29,Total,58434,47997,106431
423,4,State - CHANDIGARH,Urban,30-34,Total,47723,39979,87702
424,4,State - CHANDIGARH,Urban,35-39,Total,44111,37240,81351
425,4,State - CHANDIGARH,Urban,40-44,Total,36321,31053,67374
426,4,State - CHANDIGARH,Urban,45-49,Total,32255,27048,59303
427,4,State - CHANDIGARH,Urban,50-54,Total,25693,20526,46219
428,4,State - CHANDIGARH,Urban,55-59,Total,19473,14949,34422
429,4,State - CHANDIGARH,Urban,60-64,Total,13253,12067,25320
430,4,State - CHANDIGARH,Urban,65-69,Total,8110,7474,15584
431,4,State - CHANDIGARH,Urban,70-74,Total,5902,5302,11204
432,4,State - CHANDIGARH,Urban,75-79,Total,3212,3135,6347
433,4,State - CHANDIGARH,Urban,80+,Total,3745,3780,7525
434,4,State - CHANDIGARH,Urban,Age not stated,Total,197,143,340
435,5,State - UTTARAKHAND,Total,All ages,Total,5137773,4948519,10086292
436,5,State - UTTARAKHAND,Total,0-6,Total,717199,638615,1355814
437,5,State - UTTARAKHAND,Total,7,Total,110555,99785,210340
438,5,State - UTTARAKHAND,Total,8,Total,114848,102048,216896
439,5,State - UTTARAKHAND,Total,9,Total,106565,94050,200615
440,5,State - UTTARAKHAND,Total,10,Total,134113,116189,250302
441,5,State - UTTARAKHAND,Total,11,Total,114025,101011,215036
442,5,State - UTTARAKHAND,Total,12,Total,124845,111517,236362
443,5,State - UTTARAKHAND,Total,13,Total,111390,103545,214935
444,5,State - UTTARAKHAND,Total,14,Total,118901,109807,228708
445,5,State - UTTARAKHAND,Total,15,Total,121583,112207,233790
446,5,State - UTTARAKHAND,Total,16,Total,119257,110854,230111
447,5,State - UTTARAKHAND,Total,17,Total,108809,98392,207201
448,5,State - UTTARAKHAND,Total,18,Total,135318,119066,254384
449,5,State - UTTARAKHAND,Total,19,Total,103516,95108,198624
450,5,State - UTTARAKHAND,Total,20-24,Total,484614,485454,970068
451,5,State - UTTARAKHAND,Total,25-29,Total,397363,412821,810184
452,5,State - UTTARAKHAND,Total,30-34,Total,345427,352873,698300
453,5,State - UTTARAKHAND,Total,35-39,Total,330834,334666,665500
454,5,State - UTTARAKHAND,Total,40-44,Total,285531,281178,566709
455,5,State - UTTARAKHAND,Total,45-49,Total,247982,241395,489377
456,5,State - UTTARAKHAND,Total,50-54,Total,202024,195134,397158
457,5,State - UTTARAKHAND,Total,55-59,Total,151865,166596,318461
458,5,State - UTTARAKHAND,Total,60-64,Total,163220,165836,329056
459,5,State - UTTARAKHAND,Total,65-69,Total,108412,110347,218759
460,5,State - UTTARAKHAND,Total,70-74,Total,80970,82473,163443
461,5,State - UTTARAKHAND,Total,75-79,Total,40837,43809,84646
462,5,State - UTTARAKHAND,Total,80+,Total,48458,56447,104905
463,5,State - UTTARAKHAND,Total,Age not stated,Total,9312,7296,16608
464,5,State - UTTARAKHAND,Rural,All ages,Total,3519042,3517912,7036954
465,5,State - UTTARAKHAND,Rural,0-6,Total,521792,468984,990776
466,5,State - UTTARAKHAND,Rural,7,Total,79455,72999,152454
467,5,State - UTTARAKHAND,Rural,8,Total,83099,75103,158202
468,5,State - UTTARAKHAND,Rural,9,Total,76846,69597,146443
469,5,State - UTTARAKHAND,Rural,10,Total,96251,85520,181771
470,5,State - UTTARAKHAND,Rural,11,Total,82153,74778,156931
471,5,State - UTTARAKHAND,Rural,12,Total,90621,83124,173745
472,5,State - UTTARAKHAND,Rural,13,Total,80262,76791,157053
473,5,State - UTTARAKHAND,Rural,14,Total,85291,80627,165918
474,5,State - UTTARAKHAND,Rural,15,Total,86504,82025,168529
475,5,State - UTTARAKHAND,Rural,16,Total,84160,80897,165057
476,5,State - UTTARAKHAND,Rural,17,Total,75319,70190,145509
477,5,State - UTTARAKHAND,Rural,18,Total,92407,85170,177577
478,5,State - UTTARAKHAND,Rural,19,Total,68679,67547,136226
479,5,State - UTTARAKHAND,Rural,20-24,Total,312431,335596,648027
480,5,State - UTTARAKHAND,Rural,25-29,Total,253277,276477,529754
481,5,State - UTTARAKHAND,Rural,30-34,Total,221890,237266,459156
482,5,State - UTTARAKHAND,Rural,35-39,Total,215242,226106,441348
483,5,State - UTTARAKHAND,Rural,40-44,Total,187060,191592,378652
484,5,State - UTTARAKHAND,Rural,45-49,Total,160955,164945,325900
485,5,State - UTTARAKHAND,Rural,50-54,Total,133037,137037,270074
486,5,State - UTTARAKHAND,Rural,55-59,Total,100962,120404,221366
487,5,State - UTTARAKHAND,Rural,60-64,Total,119263,125528,244791
488,5,State - UTTARAKHAND,Rural,65-69,Total,78840,84262,163102
489,5,State - UTTARAKHAND,Rural,70-74,Total,60605,64302,124907
490,5,State - UTTARAKHAND,Rural,75-79,Total,30697,33864,64561
491,5,State - UTTARAKHAND,Rural,80+,Total,36196,42457,78653
492,5,State - UTTARAKHAND,Rural,Age not stated,Total,5748,4724,10472
493,5,State - UTTARAKHAND,Urban,All ages,Total,1618731,1430607,3049338
494,5,State - UTTARAKHAND,Urban,0-6,Total,195407,169631,365038
495,5,State - UTTARAKHAND,Urban,7,Total,31100,26786,57886
496,5,State - UTTARAKHAND,Urban,8,Total,31749,26945,58694
497,5,State - UTTARAKHAND,Urban,9,Total,29719,24453,54172
498,5,State - UTTARAKHAND,Urban,10,Total,37862,30669,68531
499,5,State - UTTARAKHAND,Urban,11,Total,31872,26233,58105
500,5,State - UTTARAKHAND,Urban,12,Total,34224,28393,62617
501,5,State - UTTARAKHAND,Urban,13,Total,31128,26754,57882
502,5,State - UTTARAKHAND,Urban,14,Total,33610,29180,62790
503,5,State - UTTARAKHAND,Urban,15,Total,35079,30182,65261
504,5,State - UTTARAKHAND,Urban,16,Total,35097,29957,65054
505,5,State - UTTARAKHAND,Urban,17,Total,33490,28202,61692
506,5,State - UTTARAKHAND,Urban,18,Total,42911,33896,76807
507,5,State - UTTARAKHAND,Urban,19,Total,34837,27561,62398
508,5,State - UTTARAKHAND,Urban,20-24,Total,172183,149858,322041
509,5,State - UTTARAKHAND,Urban,25-29,Total,144086,136344,280430
510,5,State - UTTARAKHAND,Urban,30-34,Total,123537,115607,239144
511,5,State - UTTARAKHAND,Urban,35-39,Total,115592,108560,224152
512,5,State - UTTARAKHAND,Urban,40-44,Total,98471,89586,188057
513,5,State - UTTARAKHAND,Urban,45-49,Total,87027,76450,163477
514,5,State - UTTARAKHAND,Urban,50-54,Total,68987,58097,127084
515,5,State - UTTARAKHAND,Urban,55-59,Total,50903,46192,97095
516,5,State - UTTARAKHAND,Urban,60-64,Total,43957,40308,84265
517,5,State - UTTARAKHAND,Urban,65-69,Total,29572,26085,55657
518,5,State - UTTARAKHAND,Urban,70-74,Total,20365,18171,38536
519,5,State - UTTARAKHAND,Urban,75-79,Total,10140,9945,20085
520,5,State - UTTARAKHAND,Urban,80+,Total,12262,13990,26252
521,5,State - UTTARAKHAND,Urban,Age not stated,Total,3564,2572,6136
522,6,State - HARYANA,Total,All ages,Total,13494734,11856728,25351462
523,6,State - HARYANA,Total,0-6,Total,1843109,1537612,3380721
524,6,State - HARYANA,Total,7,Total,270994,226755,497749
525,6,State - HARYANA,Total,8,Total,281655,232252,513907
526,6,State - HARYANA,Total,9,Total,259856,209043,468899
527,6,State - HARYANA,Total,10,Total,320318,253384,573702
528,6,State - HARYANA,Total,11,Total,282039,224845,506884
529,6,State - HARYANA,Total,12,Total,305753,245137,550890
530,6,State - HARYANA,Total,13,Total,277252,231454,508706
531,6,State - HARYANA,Total,14,Total,288774,239722,528496
532,6,State - HARYANA,Total,15,Total,306076,247651,553727
533,6,State - HARYANA,Total,16,Total,302833,242802,545635
534,6,State - HARYANA,Total,17,Total,274242,216151,490393
535,6,State - HARYANA,Total,18,Total,340968,266823,607791
536,6,State - HARYANA,Total,19,Total,263429,216415,479844
537,6,State - HARYANA,Total,20-24,Total,1372799,1194687,2567486
538,6,State - HARYANA,Total,25-29,Total,1178340,1053619,2231959
539,6,State - HARYANA,Total,30-34,Total,976844,916747,1893591
540,6,State - HARYANA,Total,35-39,Total,912717,849146,1761863
541,6,State - HARYANA,Total,40-44,Total,790581,715369,1505950
542,6,State - HARYANA,Total,45-49,Total,655749,586065,1241814
543,6,State - HARYANA,Total,50-54,Total,510688,454540,965228
544,6,State - HARYANA,Total,55-59,Total,374209,376729,750938
545,6,State - HARYANA,Total,60-64,Total,413958,430391,844349
546,6,State - HARYANA,Total,65-69,Total,255270,249169,504439
547,6,State - HARYANA,Total,70-74,Total,188304,185857,374161
548,6,State - HARYANA,Total,75-79,Total,97692,98525,196217
549,6,State - HARYANA,Total,80+,Total,133397,141192,274589
550,6,State - HARYANA,Total,Age not stated,Total,16888,14646,31534
551,6,State - HARYANA,Rural,All ages,Total,8774006,7735353,16509359
552,6,State - HARYANA,Rural,0-6,Total,1245090,1040022,2285112
553,6,State - HARYANA,Rural,7,Total,181029,152148,333177
554,6,State - HARYANA,Rural,8,Total,190498,158037,348535
555,6,State - HARYANA,Rural,9,Total,174478,141503,315981
556,6,State - HARYANA,Rural,10,Total,214227,171899,386126
557,6,State - HARYANA,Rural,11,Total,190067,153569,343636
558,6,State - HARYANA,Rural,12,Total,208087,168345,376432
559,6,State - HARYANA,Rural,13,Total,188180,158541,346721
560,6,State - HARYANA,Rural,14,Total,195525,164419,359944
561,6,State - HARYANA,Rural,15,Total,207291,169608,376899
562,6,State - HARYANA,Rural,16,Total,205491,166525,372016
563,6,State - HARYANA,Rural,17,Total,182705,145315,328020
564,6,State - HARYANA,Rural,18,Total,227291,180284,407575
565,6,State - HARYANA,Rural,19,Total,171613,143868,315481
566,6,State - HARYANA,Rural,20-24,Total,889577,769002,1658579
567,6,State - HARYANA,Rural,25-29,Total,737729,646512,1384241
568,6,State - HARYANA,Rural,30-34,Total,605409,568791,1174200
569,6,State - HARYANA,Rural,35-39,Total,569510,528103,1097613
570,6,State - HARYANA,Rural,40-44,Total,495956,451413,947369
571,6,State - HARYANA,Rural,45-49,Total,403338,361716,765054
572,6,State - HARYANA,Rural,50-54,Total,310495,279793,590288
573,6,State - HARYANA,Rural,55-59,Total,224344,238544,462888
574,6,State - HARYANA,Rural,60-64,Total,276636,297321,573957
575,6,State - HARYANA,Rural,65-69,Total,171739,171688,343427
576,6,State - HARYANA,Rural,70-74,Total,130774,129624,260398
577,6,State - HARYANA,Rural,75-79,Total,68101,68863,136964
578,6,State - HARYANA,Rural,80+,Total,97815,100330,198145
579,6,State - HARYANA,Rural,Age not stated,Total,11011,9570,20581
580,6,State - HARYANA,Urban,All ages,Total,4720728,4121375,8842103
581,6,State - HARYANA,Urban,0-6,Total,598019,497590,1095609
582,6,State - HARYANA,Urban,7,Total,89965,74607,164572
583,6,State - HARYANA,Urban,8,Total,91157,74215,165372
584,6,State - HARYANA,Urban,9,Total,85378,67540,152918
585,6,State - HARYANA,Urban,10,Total,106091,81485,187576
586,6,State - HARYANA,Urban,11,Total,91972,71276,163248
587,6,State - HARYANA,Urban,12,Total,97666,76792,174458
588,6,State - HARYANA,Urban,13,Total,89072,72913,161985
589,6,State - HARYANA,Urban,14,Total,93249,75303,168552
590,6,State - HARYANA,Urban,15,Total,98785,78043,176828
591,6,State - HARYANA,Urban,16,Total,97342,76277,173619
592,6,State - HARYANA,Urban,17,Total,91537,70836,162373
593,6,State - HARYANA,Urban,18,Total,113677,86539,200216
594,6,State - HARYANA,Urban,19,Total,91816,72547,164363
595,6,State - HARYANA,Urban,20-24,Total,483222,425685,908907
596,6,State - HARYANA,Urban,25-29,Total,440611,407107,847718
597,6,State - HARYANA,Urban,30-34,Total,371435,347956,719391
598,6,State - HARYANA,Urban,35-39,Total,343207,321043,664250
599,6,State - HARYANA,Urban,40-44,Total,294625,263956,558581
600,6,State - HARYANA,Urban,45-49,Total,252411,224349,476760
601,6,State - HARYANA,Urban,50-54,Total,200193,174747,374940
602,6,State - HARYANA,Urban,55-59,Total,149865,138185,288050
603,6,State - HARYANA,Urban,60-64,Total,137322,133070,270392
604,6,State - HARYANA,Urban,65-69,Total,83531,77481,161012
605,6,State - HARYANA,Urban,70-74,Total,57530,56233,113763
606,6,State - HARYANA,Urban,75-79,Total,29591,29662,59253
607,6,State - HARYANA,Urban,80+,Total,35582,40862,76444
608,6,State - HARYANA,Urban,Age not stated,Total,5877,5076,10953
609,7,State - NCT OF DELHI,Total,All ages,Total,8987326,7800615,16787941
610,7,State - NCT OF DELHI,Total,0-6,Total,1075440,937014,2012454
611,7,State - NCT OF DELHI,Total,7,Total,163769,142530,306299
612,7,State - NCT OF DELHI,Total,8,Total,166754,141635,308389
613,7,State - NCT OF DELHI,Total,9,Total,157860,132170,290030
614,7,State - NCT OF DELHI,Total,10,Total,199751,163789,363540
615,7,State - NCT OF DELHI,Total,11,Total,170780,142958,313738
616,7,State - NCT OF DELHI,Total,12,Total,183037,152546,335583
617,7,State - NCT OF DELHI,Total,13,Total,166567,143679,310246
618,7,State - NCT OF DELHI,Total,14,Total,175311,149729,325040
619,7,State - NCT OF DELHI,Total,15,Total,183018,151604,334622
620,7,State - NCT OF DELHI,Total,16,Total,179164,148387,327551
621,7,State - NCT OF DELHI,Total,17,Total,171583,138103,309686
622,7,State - NCT OF DELHI,Total,18,Total,217908,166264,384172
623,7,State - NCT OF DELHI,Total,19,Total,173445,137899,311344
624,7,State - NCT OF DELHI,Total,20-24,Total,951411,812649,1764060
625,7,State - NCT OF DELHI,Total,25-29,Total,878196,790130,1668326
626,7,State - NCT OF DELHI,Total,30-34,Total,757455,677244,1434699
627,7,State - NCT OF DELHI,Total,35-39,Total,698455,620789,1319244
628,7,State - NCT OF DELHI,Total,40-44,Total,590858,506339,1097197
629,7,State - NCT OF DELHI,Total,45-49,Total,495227,415986,911213
630,7,State - NCT OF DELHI,Total,50-54,Total,376222,311247,687469
631,7,State - NCT OF DELHI,Total,55-59,Total,269185,239707,508892
632,7,State - NCT OF DELHI,Total,60-64,Total,238103,233916,472019
633,7,State - NCT OF DELHI,Total,65-69,Total,139398,133054,272452
634,7,State - NCT OF DELHI,Total,70-74,Total,94947,94303,189250
635,7,State - NCT OF DELHI,Total,75-79,Total,50446,50247,100693
636,7,State - NCT OF DELHI,Total,80+,Total,53861,59170,113031
637,7,State - NCT OF DELHI,Total,Age not stated,Total,9175,7527,16702
638,7,State - NCT OF DELHI,Rural,All ages,Total,226321,192721,419042
639,7,State - NCT OF DELHI,Rural,0-6,Total,31259,25457,56716
640,7,State - NCT OF DELHI,Rural,7,Total,4710,3804,8514
641,7,State - NCT OF DELHI,Rural,8,Total,4705,3829,8534
642,7,State - NCT OF DELHI,Rural,9,Total,4505,3450,7955
643,7,State - NCT OF DELHI,Rural,10,Total,5823,4648,10471
644,7,State - NCT OF DELHI,Rural,11,Total,4770,3792,8562
645,7,State - NCT OF DELHI,Rural,12,Total,5240,4183,9423
646,7,State - NCT OF DELHI,Rural,13,Total,4835,3782,8617
647,7,State - NCT OF DELHI,Rural,14,Total,4811,3999,8810
648,7,State - NCT OF DELHI,Rural,15,Total,4996,4082,9078
649,7,State - NCT OF DELHI,Rural,16,Total,4988,4001,8989
650,7,State - NCT OF DELHI,Rural,17,Total,4707,3504,8211
651,7,State - NCT OF DELHI,Rural,18,Total,5802,4367,10169
652,7,State - NCT OF DELHI,Rural,19,Total,4423,3497,7920
653,7,State - NCT OF DELHI,Rural,20-24,Total,23805,20602,44407
654,7,State - NCT OF DELHI,Rural,25-29,Total,20584,18666,39250
655,7,State - NCT OF DELHI,Rural,30-34,Total,17431,16402,33833
656,7,State - NCT OF DELHI,Rural,35-39,Total,16738,14910,31648
657,7,State - NCT OF DELHI,Rural,40-44,Total,14180,11782,25962
658,7,State - NCT OF DELHI,Rural,45-49,Total,10981,8695,19676
659,7,State - NCT OF DELHI,Rural,50-54,Total,7917,6430,14347
660,7,State - NCT OF DELHI,Rural,55-59,Total,5372,4927,10299
661,7,State - NCT OF DELHI,Rural,60-64,Total,5700,5924,11624
662,7,State - NCT OF DELHI,Rural,65-69,Total,3125,2998,6123
663,7,State - NCT OF DELHI,Rural,70-74,Total,2171,2147,4318
664,7,State - NCT OF DELHI,Rural,75-79,Total,980,1067,2047
665,7,State - NCT OF DELHI,Rural,80+,Total,1482,1540,3022
666,7,State - NCT OF DELHI,Rural,Age not stated,Total,281,236,517
667,7,State - NCT OF DELHI,Urban,All ages,Total,8761005,7607894,16368899
668,7,State - NCT OF DELHI,Urban,0-6,Total,1044181,911557,1955738
669,7,State - NCT OF DELHI,Urban,7,Total,159059,138726,297785
670,7,State - NCT OF DELHI,Urban,8,Total,162049,137806,299855
671,7,State - NCT OF DELHI,Urban,9,Total,153355,128720,282075
672,7,State - NCT OF DELHI,Urban,10,Total,193928,159141,353069
673,7,State - NCT OF DELHI,Urban,11,Total,166010,139166,305176
674,7,State - NCT OF DELHI,Urban,12,Total,177797,148363,326160
675,7,State - NCT OF DELHI,Urban,13,Total,161732,139897,301629
676,7,State - NCT OF DELHI,Urban,14,Total,170500,145730,316230
677,7,State - NCT OF DELHI,Urban,15,Total,178022,147522,325544
678,7,State - NCT OF DELHI,Urban,16,Total,174176,144386,318562
679,7,State - NCT OF DELHI,Urban,17,Total,166876,134599,301475
680,7,State - NCT OF DELHI,Urban,18,Total,212106,161897,374003
681,7,State - NCT OF DELHI,Urban,19,Total,169022,134402,303424
682,7,State - NCT OF DELHI,Urban,20-24,Total,927606,792047,1719653
683,7,State - NCT OF DELHI,Urban,25-29,Total,857612,771464,1629076
684,7,State - NCT OF DELHI,Urban,30-34,Total,740024,660842,1400866
685,7,State - NCT OF DELHI,Urban,35-39,Total,681717,605879,1287596
686,7,State - NCT OF DELHI,Urban,40-44,Total,576678,494557,1071235
687,7,State - NCT OF DELHI,Urban,45-49,Total,484246,407291,891537
688,7,State - NCT OF DELHI,Urban,50-54,Total,368305,304817,673122
689,7,State - NCT OF DELHI,Urban,55-59,Total,263813,234780,498593
690,7,State - NCT OF DELHI,Urban,60-64,Total,232403,227992,460395
691,7,State - NCT OF DELHI,Urban,65-69,Total,136273,130056,266329
692,7,State - NCT OF DELHI,Urban,70-74,Total,92776,92156,184932
693,7,State - NCT OF DELHI,Urban,75-79,Total,49466,49180,98646
694,7,State - NCT OF DELHI,Urban,80+,Total,52379,57630,110009
695,7,State - NCT OF DELHI,Urban,Age not stated,Total,8894,7291,16185
696,8,State - RAJASTHAN,Total,All ages,Total,35550997,32997440,68548437
697,8,State - RAJASTHAN,Total,0-6,Total,5639176,5010328,10649504
698,8,State - RAJASTHAN,Total,7,Total,802370,721301,1523671
699,8,State - RAJASTHAN,Total,8,Total,932409,835396,1767805
700,8,State - RAJASTHAN,Total,9,Total,743492,660436,1403928
701,8,State - RAJASTHAN,Total,10,Total,1046140,927195,1973335
702,8,State - RAJASTHAN,Total,11,Total,809002,711707,1520709
703,8,State - RAJASTHAN,Total,12,Total,955169,844767,1799936
704,8,State - RAJASTHAN,Total,13,Total,795839,727456,1523295
705,8,State - RAJASTHAN,Total,14,Total,824546,738697,1563243
706,8,State - RAJASTHAN,Total,15,Total,867769,751875,1619644
707,8,State - RAJASTHAN,Total,16,Total,831610,724333,1555943
708,8,State - RAJASTHAN,Total,17,Total,666499,569266,1235765
709,8,State - RAJASTHAN,Total,18,Total,931689,825909,1757598
710,8,State - RAJASTHAN,Total,19,Total,592307,552760,1145067
711,8,State - RAJASTHAN,Total,20-24,Total,3377483,3049011,6426494
712,8,State - RAJASTHAN,Total,25-29,Total,2763059,2585438,5348497
713,8,State - RAJASTHAN,Total,30-34,Total,2384569,2338114,4722683
714,8,State - RAJASTHAN,Total,35-39,Total,2201790,2132774,4334564
715,8,State - RAJASTHAN,Total,40-44,Total,1926916,1808439,3735355
716,8,State - RAJASTHAN,Total,45-49,Total,1608512,1536892,3145404
717,8,State - RAJASTHAN,Total,50-54,Total,1345007,1171801,2516808
718,8,State - RAJASTHAN,Total,55-59,Total,935866,961583,1897449
719,8,State - RAJASTHAN,Total,60-64,Total,884024,886115,1770139
720,8,State - RAJASTHAN,Total,65-69,Total,589471,670905,1260376
721,8,State - RAJASTHAN,Total,70-74,Total,490011,526904,1016915
722,8,State - RAJASTHAN,Total,75-79,Total,216016,261639,477655
723,8,State - RAJASTHAN,Total,80+,Total,252741,334312,587053
724,8,State - RAJASTHAN,Total,Age not stated,Total,137515,132087,269602
725,8,State - RAJASTHAN,Rural,All ages,Total,26641747,24858605,51500352
726,8,State - RAJASTHAN,Rural,0-6,Total,4446599,3968284,8414883
727,8,State - RAJASTHAN,Rural,7,Total,624090,564023,1188113
728,8,State - RAJASTHAN,Rural,8,Total,736168,665311,1401479
729,8,State - RAJASTHAN,Rural,9,Total,575854,516974,1092828
730,8,State - RAJASTHAN,Rural,10,Total,820171,735755,1555926
731,8,State - RAJASTHAN,Rural,11,Total,627418,554417,1181835
732,8,State - RAJASTHAN,Rural,12,Total,748140,666519,1414659
733,8,State - RAJASTHAN,Rural,13,Total,614099,562703,1176802
734,8,State - RAJASTHAN,Rural,14,Total,636904,571063,1207967
