,state_id,area_type,education_level,age_group,number_of_women,number_of_married_women,male_children,female_children,fertility_rate
3364,8,Urban,Literate,25-29,553872,495773,433450,384810,1.48
3365,8,Urban,Literate,30-34,441746,430206,501760,439283,2.13
3366,8,Urban,Literate,35-39,371837,367230,490255,417511,2.44
3367,8,Urban,Literate,40-44,293352,290738,422375,354515,2.65
3368,8,Urban,Literate,45-49,237387,235550,365902,304504,2.82
3369,8,Urban,Literate,50-54,176383,174869,288793,237866,2.99
3370,8,Urban,Literate,55-59,126327,124947,219061,180712,3.16
3371,8,Urban,Literate,60-64,93918,91786,168921,143057,3.32
3372,8,Urban,Literate,65-69,59490,57242,113484,96721,3.53
3373,8,Urban,Literate,70-74,37976,36986,76582,65819,3.75
3374,8,Urban,Literate,75-79,19978,19409,41903,35572,3.88
3375,8,Urban,Literate,80+,21782,19834,40383,34066,3.42
3376,8,Urban,Literate but below primary,All Ages,816280,218731,349328,299781,0.8
3377,8,Urban,Literate but below primary,Less than 15,565934,4359,326,323,0.0
3378,8,Urban,Literate but below primary,15-19,34182,7951,1925,1662,0.1
3379,8,Urban,Literate but below primary,20-24,30127,24228,16436,15003,1.04
3380,8,Urban,Literate but below primary,25-29,28130,27279,33099,29503,2.23
3381,8,Urban,Literate but below primary,30-34,27266,26909,40814,36906,2.85
3382,8,Urban,Literate but below primary,35-39,25379,25237,43228,37667,3.19
3383,8,Urban,Literate but below primary,40-44,21482,21379,39928,33466,3.42
3384,8,Urban,Literate but below primary,45-49,18903,18833,37056,30446,3.57
3385,8,Urban,Literate but below primary,50-54,15061,14991,30383,25122,3.69
3386,8,Urban,Literate but below primary,55-59,12452,12395,26615,21617,3.87
3387,8,Urban,Literate but below primary,60-64,11271,11074,24046,20258,3.93
3388,8,Urban,Literate but below primary,65-69,8864,8739,19751,16926,4.14
3389,8,Urban,Literate but below primary,70-74,6664,6585,15433,13362,4.32
3390,8,Urban,Literate but below primary,75-79,4031,3977,9648,8425,4.48
3391,8,Urban,Literate but below primary,80+,4245,4070,9594,8179,4.19
3392,8,Urban,Primary but below middle,All Ages,1173866,653740,925023,794205,1.46
3393,8,Urban,Primary but below middle,Less than 15,401178,9171,1115,986,0.01
3394,8,Urban,Primary but below middle,15-19,130556,30651,6554,5731,0.09
3395,8,Urban,Primary but below middle,20-24,114102,94097,60716,55468,1.02
3396,8,Urban,Primary but below middle,25-29,97352,94447,105740,95823,2.07
3397,8,Urban,Primary but below middle,30-34,83686,82548,117924,105578,2.67
3398,8,Urban,Primary but below middle,35-39,76545,76068,121521,105046,2.96
3399,8,Urban,Primary but below middle,40-44,63173,62874,108216,91643,3.16
3400,8,Urban,Primary but below middle,45-49,55218,55014,100089,82848,3.31
3401,8,Urban,Primary but below middle,50-54,43575,43385,83009,67362,3.45
3402,8,Urban,Primary but below middle,55-59,33575,33459,67199,54534,3.63
3403,8,Urban,Primary but below middle,60-64,27796,27104,55797,46608,3.68
3404,8,Urban,Primary but below middle,65-69,18591,18210,39281,33639,3.92
3405,8,Urban,Primary but below middle,70-74,12083,11889,26477,22594,4.06
3406,8,Urban,Primary but below middle,75-79,6548,6469,14713,12341,4.13
3407,8,Urban,Primary but below middle,80+,6757,6286,13876,11685,3.78
3408,8,Urban,Middle but below matric or secondary,All Ages,885090,542697,657195,565929,1.38
3409,8,Urban,Middle but below matric or secondary,Less than 15,166777,5195,1232,1045,0.01
3410,8,Urban,Middle but below matric or secondary,15-19,177498,29557,5443,4898,0.06
3411,8,Urban,Middle but below matric or secondary,20-24,114451,90200,52388,47435,0.87
3412,8,Urban,Middle but below matric or secondary,25-29,94116,90192,91125,81284,1.83
3413,8,Urban,Middle but below matric or secondary,30-34,76056,74877,95285,84191,2.36
3414,8,Urban,Middle but below matric or secondary,35-39,66495,65926,93846,80929,2.63
3415,8,Urban,Middle but below matric or secondary,40-44,52808,52496,80801,67838,2.81
3416,8,Urban,Middle but below matric or secondary,45-49,42897,42694,69565,58018,2.97
3417,8,Urban,Middle but below matric or secondary,50-54,31790,31648,54820,45220,3.15
3418,8,Urban,Middle but below matric or secondary,55-59,22389,22237,40683,33666,3.32
3419,8,Urban,Middle but below matric or secondary,60-64,16565,16164,30289,25737,3.38
3420,8,Urban,Middle but below matric or secondary,65-69,9781,9361,18390,15816,3.5
3421,8,Urban,Middle but below matric or secondary,70-74,5637,5482,11147,9684,3.7
3422,8,Urban,Middle but below matric or secondary,75-79,2750,2664,5648,4779,3.79
3423,8,Urban,Middle but below matric or secondary,80+,2745,2404,4608,3902,3.1
3424,8,Urban,Matric or secondary but below graduate,All Ages,1130865,675031,693457,593064,1.14
3425,8,Urban,Matric or secondary but below graduate,Less than 15,0,0,0,0,
3426,8,Urban,Matric or secondary but below graduate,15-19,373529,38634,5317,4652,0.03
3427,8,Urban,Matric or secondary but below graduate,20-24,214863,110106,48429,43126,0.43
3428,8,Urban,Matric or secondary but below graduate,25-29,122860,114311,97553,85031,1.49
3429,8,Urban,Matric or secondary but below graduate,30-34,102308,100416,111488,95972,2.03
3430,8,Urban,Matric or secondary but below graduate,35-39,88792,87710,108341,91178,2.25
3431,8,Urban,Matric or secondary but below graduate,40-44,69294,68771,91019,76754,2.42
3432,8,Urban,Matric or secondary but below graduate,45-49,53857,53458,74666,62751,2.55
3433,8,Urban,Matric or secondary but below graduate,50-54,37982,37705,56029,47081,2.71
3434,8,Urban,Matric or secondary but below graduate,55-59,25937,25621,39484,33473,2.81
3435,8,Urban,Matric or secondary but below graduate,60-64,17249,17003,27031,23549,2.93
3436,8,Urban,Matric or secondary but below graduate,65-69,10207,9370,15445,13436,2.83
3437,8,Urban,Matric or secondary but below graduate,70-74,5581,5386,9306,8059,3.11
3438,8,Urban,Matric or secondary but below graduate,75-79,2470,2291,3951,3459,3.0
3439,8,Urban,Matric or secondary but below graduate,80+,2732,2290,3521,3038,2.4
3440,8,Urban,Graduate and above,All Ages,751233,591749,489706,416853,1.21
3441,8,Urban,Graduate and above,Less than 15,0,0,0,0,
3442,8,Urban,Graduate and above,15-19,0,0,0,0,
3443,8,Urban,Graduate and above,20-24,173712,67394,20068,17853,0.22
3444,8,Urban,Graduate and above,25-29,176529,137415,76372,66743,0.81
3445,8,Urban,Graduate and above,30-34,122420,116054,99452,84734,1.5
3446,8,Urban,Graduate and above,35-39,87613,85547,84759,70240,1.77
3447,8,Urban,Graduate and above,40-44,63837,62640,66825,55650,1.92
3448,8,Urban,Graduate and above,45-49,47153,46304,51386,43973,2.02
3449,8,Urban,Graduate and above,50-54,33091,32363,37913,31653,2.1
3450,8,Urban,Graduate and above,55-59,20797,20160,23859,20687,2.14
3451,8,Urban,Graduate and above,60-64,11932,11464,13939,12303,2.2
3452,8,Urban,Graduate and above,65-69,5561,5208,6882,5882,2.3
3453,8,Urban,Graduate and above,70-74,3137,2847,3743,3368,2.27
3454,8,Urban,Graduate and above,75-79,1392,1265,1751,1579,2.39
3455,8,Urban,Graduate and above,80+,1767,1410,1500,1184,1.52
3456,9,Total,Total,All Ages,95331831,49213435,83155462,71778502,1.63
3457,9,Total,Total,Less than 15,33718307,348169,92062,83218,0.01
3458,9,Total,Total,15-19,10732807,1765543,461299,408453,0.08
3459,9,Total,Total,20-24,8173163,5713119,3277278,3016794,0.77
3460,9,Total,Total,25-29,7113462,6646906,7261186,6667610,1.96
3461,9,Total,Total,30-34,6523281,6389487,9958531,9121605,2.92
3462,9,Total,Total,35-39,6154991,6093229,11506671,10393094,3.56
3463,9,Total,Total,40-44,4836240,4800913,10117171,8895724,3.93
3464,9,Total,Total,45-49,4067629,4043557,9050716,7690757,4.12
3465,9,Total,Total,50-54,3015106,2994918,6972851,5724259,4.21
3466,9,Total,Total,55-59,2837945,2818300,6816085,5508492,4.34
3467,9,Total,Total,60-64,2736420,2691535,6476358,5233730,4.28
3468,9,Total,Total,65-69,1881497,1831649,4409043,3549344,4.23
3469,9,Total,Total,70-74,1297276,1272698,2983088,2414002,4.16
3470,9,Total,Total,75-79,611015,597058,1423210,1142498,4.2
3471,9,Total,Total,80+,876563,811344,1767942,1436168,3.66
3472,9,Total,Illiterate,All Ages,49169240,29293910,58946044,50775313,2.23
3473,9,Total,Illiterate,Less than 15,17887865,106575,48666,44693,0.01
3474,9,Total,Illiterate,15-19,1975447,621339,251084,219848,0.24
3475,9,Total,Illiterate,20-24,2605442,2254483,1564143,1453855,1.16
3476,9,Total,Illiterate,25-29,3155047,3073490,3900047,3625114,2.39
3477,9,Total,Illiterate,30-34,3467556,3433334,6064406,5619396,3.37
3478,9,Total,Illiterate,35-39,3663740,3643713,7679613,6988158,4.0
3479,9,Total,Illiterate,40-44,3073943,3060635,7129054,6286210,4.36
3480,9,Total,Illiterate,45-49,2738641,2729372,6659402,5669843,4.5
3481,9,Total,Illiterate,50-54,2090550,2081921,5230744,4311399,4.56
3482,9,Total,Illiterate,55-59,2132368,2124629,5431174,4405758,4.61
3483,9,Total,Illiterate,60-64,2181862,2167641,5420573,4397667,4.5
3484,9,Total,Illiterate,65-69,1538789,1524825,3790951,3061965,4.45
3485,9,Total,Illiterate,70-74,1093113,1082723,2607667,2115793,4.32
3486,9,Total,Illiterate,75-79,509902,504812,1240411,997542,4.39
3487,9,Total,Illiterate,80+,686345,664733,1542316,1252126,4.07
3488,9,Total,Literate,All Ages,46162591,19919525,24209418,21003189,0.98
3489,9,Total,Literate,Less than 15,15830442,241594,43396,38525,0.01
3490,9,Total,Literate,15-19,8757360,1144204,210215,188605,0.05
3491,9,Total,Literate,20-24,5567721,3458636,1713135,1562939,0.59
3492,9,Total,Literate,25-29,3958415,3573416,3361139,3042496,1.62
3493,9,Total,Literate,30-34,3055725,2956153,3894125,3502209,2.42
3494,9,Total,Literate,35-39,2491251,2449516,3827058,3404936,2.9
3495,9,Total,Literate,40-44,1762297,1740278,2988117,2609514,3.18
3496,9,Total,Literate,45-49,1328988,1314185,2391314,2020914,3.32
3497,9,Total,Literate,50-54,924556,912997,1742107,1412860,3.41
3498,9,Total,Literate,55-59,705577,693671,1384911,1102734,3.53
3499,9,Total,Literate,60-64,554558,523894,1055785,836063,3.41
3500,9,Total,Literate,65-69,342708,306824,618092,487379,3.23
3501,9,Total,Literate,70-74,204163,189975,375421,298209,3.3
3502,9,Total,Literate,75-79,101113,92246,182799,144956,3.24
3503,9,Total,Literate,80+,190218,146611,225626,184042,2.15
3504,9,Total,Literate but below primary,All Ages,9661113,882085,1367371,1197995,0.27
3505,9,Total,Literate but below primary,Less than 15,8376875,58428,4446,4138,0.0
3506,9,Total,Literate but below primary,15-19,342923,42177,9104,8265,0.05
3507,9,Total,Literate but below primary,20-24,173587,111210,67899,63456,0.76
3508,9,Total,Literate but below primary,25-29,132375,124185,149025,137924,2.17
3509,9,Total,Literate but below primary,30-34,121658,116869,194040,179632,3.07
3510,9,Total,Literate but below primary,35-39,105546,103454,205026,186984,3.71
3511,9,Total,Literate but below primary,40-44,77482,76132,166901,148125,4.07
3512,9,Total,Literate but below primary,45-49,61465,60746,139350,119403,4.21
3513,9,Total,Literate but below primary,50-54,44610,43701,104049,85104,4.24
3514,9,Total,Literate but below primary,55-59,40138,39343,95637,76804,4.3
3515,9,Total,Literate but below primary,60-64,40984,36120,84991,68820,3.75
3516,9,Total,Literate but below primary,65-69,26473,24262,56623,45173,3.85
3517,9,Total,Literate but below primary,70-74,18480,16925,38635,31430,3.79
3518,9,Total,Literate but below primary,75-79,9230,8737,20228,16198,3.95
3519,9,Total,Literate but below primary,80+,15928,11533,22512,18692,2.59
3520,9,Total,Primary but below middle,All Ages,12293614,5121036,7599150,6626326,1.16
3521,9,Total,Primary but below middle,Less than 15,5317067,110656,17456,15548,0.01
3522,9,Total,Primary but below middle,15-19,1834508,267185,57497,51674,0.06
3523,9,Total,Primary but below middle,20-24,1010654,756406,443337,409642,0.84
3524,9,Total,Primary but below middle,25-29,823759,790628,888398,816283,2.07
3525,9,Total,Primary but below middle,30-34,720309,704948,1096045,1006431,2.92
3526,9,Total,Primary but below middle,35-39,635098,628377,1152767,1041335,3.45
3527,9,Total,Primary but below middle,40-44,479204,475001,952977,840313,3.74
3528,9,Total,Primary but below middle,45-49,385973,383468,807478,686152,3.87
3529,9,Total,Primary but below middle,50-54,284005,281338,616951,504967,3.95
3530,9,Total,Primary but below middle,55-59,235348,233330,528429,424842,4.05
3531,9,Total,Primary but below middle,60-64,203522,190040,424639,338373,3.75
3532,9,Total,Primary but below middle,65-69,122519,114771,255911,202925,3.75
3533,9,Total,Primary but below middle,70-74,75198,70450,153947,122099,3.67
3534,9,Total,Primary but below middle,75-79,35436,33670,73864,58755,3.74
3535,9,Total,Primary but below middle,80+,56109,45052,82578,66868,2.66
3536,9,Total,Middle but below matric or secondary,All Ages,8846060,4525184,5592024,4896120,1.19
3537,9,Total,Middle but below matric or secondary,Less than 15,1804043,61670,17727,15434,0.02
3538,9,Total,Middle but below matric or secondary,15-19,2509118,318928,56448,50787,0.04
3539,9,Total,Middle but below matric or secondary,20-24,1119685,852014,468317,429641,0.8
3540,9,Total,Middle but below matric or secondary,25-29,877715,837234,873871,794905,1.9
3541,9,Total,Middle but below matric or secondary,30-34,699959,687665,974711,883334,2.65
3542,9,Total,Middle but below matric or secondary,35-39,565782,558663,921259,826703,3.09
3543,9,Total,Middle but below matric or secondary,40-44,386550,383251,689089,603029,3.34
3544,9,Total,Middle but below matric or secondary,45-49,275212,272670,518285,436355,3.47
3545,9,Total,Middle but below matric or secondary,50-54,182446,180882,361910,292626,3.59
3546,9,Total,Middle but below matric or secondary,55-59,132465,130177,267413,211956,3.62
3547,9,Total,Middle but below matric or secondary,60-64,96616,91065,186199,146052,3.44
3548,9,Total,Middle but below matric or secondary,65-69,59752,50589,101293,78890,3.02
3549,9,Total,Middle but below matric or secondary,70-74,31358,29079,55965,44241,3.2
3550,9,Total,Middle but below matric or secondary,75-79,16024,13976,26854,21157,3.0
3551,9,Total,Middle but below matric or secondary,80+,33584,25225,35983,29542,1.95
3552,9,Total,Matric or secondary but below graduate,All Ages,9460594,5031338,5027065,4339835,0.99
3553,9,Total,Matric or secondary but below graduate,Less than 15,0,0,0,0,
3554,9,Total,Matric or secondary but below graduate,15-19,3812174,453893,70875,63385,0.04
3555,9,Total,Matric or secondary but below graduate,20-24,1987920,1098883,469853,422934,0.45
3556,9,Total,Matric or secondary but below graduate,25-29,984587,905517,799516,713502,1.54
3557,9,Total,Matric or secondary but below graduate,30-34,738730,719118,875104,769873,2.23
3558,9,Total,Matric or secondary but below graduate,35-39,613131,602261,844444,739048,2.58
3559,9,Total,Matric or secondary but below graduate,40-44,417317,412629,625509,541616,2.8
3560,9,Total,Matric or secondary but below graduate,45-49,295927,292176,465558,393608,2.9
3561,9,Total,Matric or secondary but below graduate,50-54,189959,188003,314736,251962,2.98
3562,9,Total,Matric or secondary but below graduate,55-59,129328,126249,216977,169872,2.99
3563,9,Total,Matric or secondary but below graduate,60-64,86784,84308,143754,112396,2.95
3564,9,Total,Matric or secondary but below graduate,65-69,58280,46175,74772,58733,2.29
3565,9,Total,Matric or secondary but below graduate,70-74,29250,26876,42513,33607,2.6
3566,9,Total,Matric or secondary but below graduate,75-79,15869,12891,19950,15882,2.26
3567,9,Total,Matric or secondary but below graduate,80+,35348,25435,28412,23602,1.47
3568,9,Total,Graduate and above,All Ages,3541700,2678944,2212432,1885128,1.16
3569,9,Total,Graduate and above,Less than 15,0,0,0,0,
3570,9,Total,Graduate and above,15-19,0,0,0,0,
3571,9,Total,Graduate and above,20-24,997959,431809,151738,135041,0.29
3572,9,Total,Graduate and above,25-29,859424,658526,399315,350989,0.87
3573,9,Total,Graduate and above,30-34,537265,496763,434997,374334,1.51
3574,9,Total,Graduate and above,35-39,359193,347685,359324,303721,1.85
3575,9,Total,Graduate and above,40-44,240105,233646,261532,223298,2.02
3576,9,Total,Graduate and above,45-49,178702,174755,207186,175302,2.14
3577,9,Total,Graduate and above,50-54,128019,124757,153014,125350,2.17
3578,9,Total,Graduate and above,55-59,85278,82661,103888,83565,2.2
3579,9,Total,Graduate and above,60-64,50882,48986,62011,49697,2.2
3580,9,Total,Graduate and above,65-69,24994,22744,28543,22495,2.04
3581,9,Total,Graduate and above,70-74,14484,12497,15132,11939,1.87
3582,9,Total,Graduate and above,75-79,6699,5868,6990,5579,1.88
3583,9,Total,Graduate and above,80+,20242,14039,11005,9097,0.99
3584,9,Rural,Total,All Ages,74324283,38232850,66872623,58148789,1.68
3585,9,Rural,Total,Less than 15,27345331,276139,73411,66618,0.01
3586,9,Rural,Total,15-19,8285666,1472238,381310,338328,0.09
3587,9,Rural,Total,20-24,6061343,4604641,2696800,2493074,0.86
3588,9,Rural,Total,25-29,5329277,5129396,5853790,5399017,2.11
3589,9,Rural,Total,30-34,4985338,4922922,8020975,7391304,3.09
3590,9,Rural,Total,35-39,4675493,4643202,9174727,8345850,3.75
3591,9,Rural,Total,40-44,3631268,3612578,7971799,7066578,4.14
3592,9,Rural,Total,45-49,3037358,3024061,7088086,6080783,4.34
3593,9,Rural,Total,50-54,2250260,2238848,5455936,4536366,4.44
3594,9,Rural,Total,55-59,2206066,2194034,5505274,4498164,4.53
3595,9,Rural,Total,60-64,2191955,2159351,5354160,4369597,4.44
3596,9,Rural,Total,65-69,1533881,1497852,3699729,3000070,4.37
3597,9,Rural,Total,70-74,1055241,1037932,2496100,2030737,4.29
3598,9,Rural,Total,75-79,494065,484108,1189153,958567,4.35
3599,9,Rural,Total,80+,693691,648394,1467422,1194933,3.84
3600,9,Rural,Illiterate,All Ages,40833291,24983609,50661120,43843606,2.31
3601,9,Rural,Illiterate,Less than 15,14440870,87069,41830,38410,0.01
3602,9,Rural,Illiterate,15-19,1538341,533109,215813,189203,0.26
3603,9,Rural,Illiterate,20-24,2154824,1931814,1345516,1253185,1.21
3604,9,Rural,Illiterate,25-29,2675463,2629328,3364751,3132160,2.43
3605,9,Rural,Illiterate,30-34,2971018,2950037,5250775,4875732,3.41
3606,9,Rural,Illiterate,35-39,3111762,3098961,6584692,6010640,4.05
3607,9,Rural,Illiterate,40-44,2586626,2577875,6051287,5363212,4.41
3608,9,Rural,Illiterate,45-49,2298612,2292375,5633690,4829196,4.55
3609,9,Rural,Illiterate,50-54,1753616,1747630,4424576,3678578,4.62
